"STOCK_CODE","STOCK_NAME","MARKET_TYPE","SECTOR","LISTED_DATE","STATUS"
"048530","인트론바이오테크놀로지","KOSDAQ","기초 의약물질 제조업",11/01/26,"ACTIVE"
"023810","인팩보통주","KOSPI","자동차 신품 부품 제조업",04/09/21,"ACTIVE"
"039290","인포뱅크","KOSDAQ","기타 정보 서비스업",06/07/04,"ACTIVE"
"071200","인피니트헬스케어","KOSDAQ","소프트웨어 개발 및 공급업",10/05/26,"ACTIVE"
"249420","일동제약보통주","KOSPI","의약품 제조업",16/08/31,"ACTIVE"
"013360","일성건설보통주","KOSPI","토목 건설업",89/12/02,"ACTIVE"
"003120","일성아이에스보통주","KOSPI","의약품 제조업",85/01/14,"ACTIVE"
"333430","일승","KOSDAQ","선박 및 보트 건조업",19/11/06,"ACTIVE"
"068330","일신바이오베이스","KOSDAQ","일반 목적용 기계 제조업",07/12/26,"ACTIVE"
"003200","일신방직보통주","KOSPI","방적 및 가공사 제조업",73/05/23,"ACTIVE"
"007575","일양약품1우선주","KOSPI","제약",89/12/21,"ACTIVE"
"007570","일양약품보통주","KOSPI","의약품 제조업",74/08/28,"ACTIVE"
"178780","일월지엠엘","KOSDAQ","상품 종합 도매업",15/06/30,"ACTIVE"
"019540","일지테크","KOSDAQ","자동차 신품 부품 제조업",92/11/03,"ACTIVE"
"081000","일진다이아몬드 보통주","KOSPI","기타 화학제품 제조업",04/12/22,"ACTIVE"
"020760","일진디스플레이보통주","KOSPI","반도체 제조업",02/01/09,"ACTIVE"
"103590","일진전기 보통주","KOSPI","절연선 및 케이블 제조업",08/08/01,"ACTIVE"
"271940","일진하이솔루스보통주","KOSPI","그외 기타 운송장비 제조업",21/09/01,"ACTIVE"
"015860","일진홀딩스보통주","KOSPI","기타 금융업",90/03/22,"ACTIVE"
"226320","잇츠한불보통주","KOSPI","기타 화학제품 제조업",15/12/28,"ACTIVE"
"049550","잉크테크","KOSDAQ","기타 화학제품 제조업",02/02/28,"ACTIVE"
"389020","자람테크놀로지","KOSDAQ","반도체 제조업",23/03/07,"ACTIVE"
"043910","자연과 환경","KOSDAQ","시멘트, 석회, 플라스터 및 그 제품 제조업",05/11/18,"ACTIVE"
"234920","자이글","KOSDAQ","가정용 기기 제조업",16/09/06,"ACTIVE"
"317400","자이에스앤디보통주","KOSPI","부동산 임대 및 공급업",19/11/06,"ACTIVE"
"033240","자화전자보통주","KOSPI","전자부품 제조업",99/01/06,"ACTIVE"
"049630","재영솔루텍","KOSDAQ","사진장비 및 광학기기 제조업",03/01/24,"ACTIVE"
"000950","전방보통주","KOSPI","방적 및 가공사 제조업",68/10/21,"ACTIVE"
"079900","전진건설로봇보통주","KOSPI","특수 목적용 기계 제조업",24/08/19,"ACTIVE"
"110020","전진바이오팜","KOSDAQ","기타 화학제품 제조업",18/12/14,"ACTIVE"
"040420","정상제이엘에스","KOSDAQ","일반 교습 학원",00/08/01,"ACTIVE"
"045510","정원엔시스","KOSDAQ","기계장비 및 관련 물품 도매업",00/09/07,"ACTIVE"
"095700","제넥신","KOSDAQ","자연과학 및 공학 연구개발업",09/09/15,"ACTIVE"
"122310","제노레이","KOSDAQ","의료용 기기 제조업",18/05/28,"ACTIVE"
"361390","제노코","KOSDAQ","통신 및 방송 장비 제조업",21/03/24,"ACTIVE"
"225220","제놀루션","KOSDAQ","기초 의약물질 제조업",20/07/24,"ACTIVE"
"123330","제닉","KOSDAQ","기타 화학제품 제조업",11/08/03,"ACTIVE"
"159580","제로투세븐","KOSDAQ","생활용품 도매업",13/02/19,"ACTIVE"
"033100","제룡전기","KOSDAQ","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",97/08/18,"ACTIVE"
"079370","제우스","KOSDAQ","특수 목적용 기계 제조업",06/02/01,"ACTIVE"
"054950","제이브이엠","KOSDAQ","일반 목적용 기계 제조업",06/06/07,"ACTIVE"
"090470","제이스로보틱스","KOSDAQ","특수 목적용 기계 제조업",07/01/10,"ACTIVE"
"023440","제이스코홀딩스","KOSDAQ","1차 철강 제조업",94/10/07,"ACTIVE"
"033320","제이씨현시스템","KOSDAQ","기계장비 및 관련 물품 도매업",97/11/10,"ACTIVE"
"417500","제이아이테크","KOSDAQ","기타 화학제품 제조업",22/11/04,"ACTIVE"
"204270","제이앤티씨","KOSDAQ","전자부품 제조업",20/03/04,"ACTIVE"
"127120","제이에스링크","KOSDAQ","자연과학 및 공학 연구개발업",11/12/26,"ACTIVE"
"194370","제이에스코퍼레이션보통주","KOSPI","가죽, 가방 및 유사제품 제조업",16/02/04,"ACTIVE"
"126880","제이엔케이글로벌","KOSDAQ","일반 목적용 기계 제조업",11/01/31,"ACTIVE"
"322510","제이엘케이","KOSDAQ","소프트웨어 개발 및 공급업",19/12/11,"ACTIVE"
"033050","제이엠아이","KOSDAQ","기타 화학제품 제조업",97/08/18,"ACTIVE"
"094970","제이엠티","KOSDAQ","전자부품 제조업",07/10/12,"ACTIVE"
"035900","제이와이피엔터테인먼트","KOSDAQ GLOBAL","오디오물 출판 및 원판 녹음업",01/08/30,"ACTIVE"
"420570","제이투케이바이오","KOSDAQ","기타 화학제품 제조업",24/03/25,"ACTIVE"
"950170","제이티씨","KOSDAQ","종합 소매업",18/04/06,"ACTIVE"
"0010V0","제이피아이헬스케어","KOSDAQ","의료용 기기 제조업",25/08/21,"ACTIVE"
"030000","제일기획보통주","KOSPI","광고업",98/03/03,"ACTIVE"
"271980","제일약품보통주","KOSPI","의약품 제조업",17/07/17,"ACTIVE"
"001560","제일연마공업보통주","KOSPI","기타 비금속 광물제품 제조업",05/12/09,"ACTIVE"
"002620","제일파마홀딩스보통주","KOSPI","회사 본부 및 경영 컨설팅 서비스업",88/01/20,"ACTIVE"
"080220","제주반도체","KOSDAQ","반도체 제조업",05/02/01,"ACTIVE"
"006220","제주은행보통주","KOSPI","은행 및 저축기관",72/12/28,"ACTIVE"
"089590","제주항공보통주","KOSPI","항공 여객 운송업",15/11/06,"ACTIVE"
"337930","젝시믹스","KOSDAQ","기타 정보 서비스업",20/08/13,"ACTIVE"
"229000","젠큐릭스","KOSDAQ","의료용품 및 기타 의약 관련제품 제조업",20/06/25,"ACTIVE"
"004700","조광피혁보통주","KOSPI","가죽, 가방 및 유사제품 제조업",77/05/27,"ACTIVE"
"462520","조선내화보통주","KOSPI","내화, 비내화 요업제품 제조업",23/07/28,"ACTIVE"
"120030","조선선재 보통주","KOSPI","기타 금속 가공제품 제조업",10/02/19,"ACTIVE"
"067000","조이시티","KOSDAQ","소프트웨어 개발 및 공급업",08/05/30,"ACTIVE"
"309930","조이웍스앤코","KOSDAQ","기타 생활용품 소매업",18/12/20,"ACTIVE"
"002600","조흥보통주","KOSPI","기타 식품 제조업",76/12/23,"ACTIVE"
"063160","종근당바이오보통주","KOSPI","의약품 제조업",01/12/11,"ACTIVE"
"185750","종근당보통주","KOSPI","의약품 제조업",13/12/06,"ACTIVE"
"001630","종근당홀딩스보통주","KOSPI","의약품 제조업",76/06/30,"ACTIVE"
"033340","좋은사람들","KOSDAQ","봉제의복 제조업",97/11/03,"ACTIVE"
"185190","주식회사 수프로","KONEX","산업용 농·축산물 및 동·식물 도매업",13/10/29,"ACTIVE"
"357580","주식회사 아모센스","KOSDAQ","전자부품 제조업",21/06/25,"ACTIVE"
"226400","주식회사 오스테오닉","KOSDAQ","의료용 기기 제조업",18/02/22,"ACTIVE"
"189350","주식회사 코셋","KONEX","통신 및 방송 장비 제조업",13/12/24,"ACTIVE"
"023450","주식회사동남합성","KOSPI","기초 화학물질 제조업",96/12/24,"ACTIVE"
"044380","주연테크 보통주","KOSPI","컴퓨터 및 주변장치 제조업",06/11/15,"ACTIVE"
"024110","중소기업은행보통주","KOSPI","은행 및 저축기관",03/12/24,"ACTIVE"
"072020","중앙백신연구소","KOSDAQ","기초 의약물질 제조업",03/10/31,"ACTIVE"
"051980","중앙첨단소재","KOSDAQ","통신 및 방송 장비 제조업",01/07/31,"ACTIVE"
"221800","지구홀딩스","KOSDAQ","기타 과학기술 서비스업",23/11/02,"ACTIVE"
"314130","지놈앤컴퍼니","KOSDAQ","기초 의약물질 제조업",20/12/23,"ACTIVE"
"013890","지누스보통주","KOSPI","가구 제조업",19/10/30,"ACTIVE"
"263860","지니언스","KOSDAQ","소프트웨어 개발 및 공급업",17/08/02,"ACTIVE"
"303030","지니틱스","KOSDAQ","반도체 제조업",18/08/30,"ACTIVE"
"144510","지씨셀","KOSDAQ","그외 기타 전문, 과학 및 기술 서비스업",16/06/23,"ACTIVE"
"340450","지씨지놈","KOSDAQ","그외 기타 전문, 과학 및 기술 서비스업",25/06/11,"ACTIVE"
"382480","지아이텍","KOSDAQ","특수 목적용 기계 제조업",21/10/21,"ACTIVE"
"299480","지앤이헬스케어","KONEX","기타 섬유제품 제조업",18/06/29,"ACTIVE"
"001250","지에스글로벌보통주","KOSPI","상품 종합 도매업",76/06/26,"ACTIVE"
"007070","지에스리테일보통주","KOSPI","종합 소매업",11/12/23,"ACTIVE"
"053050","지에스이","KOSDAQ","연료용 가스 제조 및 배관공급업",01/10/11,"ACTIVE"
"499790","지에스피앤엘보통주","KOSPI","기타 금융업",24/12/23,"ACTIVE"
"130500","지에이치신소재","KOSDAQ","기타 섬유제품 제조업",13/08/02,"ACTIVE"
"388610","지에프씨생명과학","KOSDAQ","기타 화학제품 제조업",25/06/30,"ACTIVE"
"065060","지엔코","KOSDAQ","봉제의복 제조업",02/05/28,"ACTIVE"
"204840","지엘팜텍","KOSDAQ","생활용품 도매업",14/11/20,"ACTIVE"
"013870","지엠비코리아보통주","KOSPI","자동차 신품 부품 제조업",12/11/20,"ACTIVE"
"311320","지오엘리먼트","KOSDAQ","전자부품 제조업",21/11/11,"ACTIVE"
"456160","지투지바이오","KOSDAQ","의약품 제조업",25/08/14,"ACTIVE"
"088790","진도 보통주","KOSPI","기타 전문 도매업",06/03/28,"ACTIVE"
"018120","진로발효","KOSDAQ","알코올음료 제조업",93/12/29,"ACTIVE"
"109820","진매트릭스","KOSDAQ","자연과학 및 공학 연구개발업",09/11/06,"ACTIVE"
"086060","진바이오텍","KOSDAQ","산업용 농·축산물 및 동·식물 도매업",06/04/28,"ACTIVE"
"363250","진시스템","KOSDAQ","의료용 기기 제조업",21/05/26,"ACTIVE"
"003780","진양산업보통주","KOSPI","플라스틱제품 제조업",73/06/26,"ACTIVE"
"007370","진양제약","KOSDAQ","의약품 제조업",00/07/27,"ACTIVE"
"100250","진양홀딩스보통주","KOSPI","플라스틱제품 제조업",08/02/15,"ACTIVE"
"051630","진양화학보통주","KOSPI","플라스틱제품 제조업",01/01/29,"ACTIVE"
"272450","진에어보통주","KOSPI","항공 여객 운송업",17/12/08,"ACTIVE"
"285800","진영","KOSDAQ","플라스틱제품 제조업",23/06/01,"ACTIVE"
"250030","진코스텍","KONEX","기타 화학제품 제조업",19/11/29,"ACTIVE"
"002785","진흥기업1우선주(신형)","KOSPI","건설",03/06/16,"ACTIVE"
"002787","진흥기업2우선주(신형)","KOSPI","건설",06/12/05,"ACTIVE"
"002780","진흥기업보통주","KOSPI","토목 건설업",77/06/25,"ACTIVE"
"025620","차AI헬스케어보통주","KOSPI","기타 화학제품 제조업",95/07/08,"ACTIVE"
"085660","차바이오텍","KOSDAQ","기초 의약물질 제조업",05/12/27,"ACTIVE"
"900250","차이나크리스탈신소재홀딩스","KOSDAQ","기타 금융업",16/01/28,"ACTIVE"
"351870","차이커뮤니케이션","KOSDAQ","광고업",24/09/27,"ACTIVE"
"009310","참엔지니어링보통주","KOSPI","특수 목적용 기계 제조업",87/11/12,"ACTIVE"
"094850","참좋은여행","KOSDAQ","여행사 및 기타 여행보조 서비스업",07/04/30,"ACTIVE"
"004650","창해에탄올","KOSDAQ","알코올음료 제조업",14/07/30,"ACTIVE"
"278280","천보","KOSDAQ","기초 화학물질 제조업",19/02/11,"ACTIVE"
"000650","천일고속보통주","KOSPI","육상 여객 운송업",77/06/23,"ACTIVE"
"362320","청담글로벌","KOSDAQ","생활용품 도매업",22/06/03,"ACTIVE"
"066360","체리부로","KOSDAQ","도축, 육류 가공 및 저장 처리업",17/12/04,"ACTIVE"
"047820","초록뱀미디어","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",02/12/24,"ACTIVE"
"094360","칩스앤미디어","KOSDAQ","반도체 제조업",15/08/05,"ACTIVE"
"016920","카스","KOSDAQ","기계장비 및 관련 물품 도매업",90/01/04,"ACTIVE"
"284620","카이노스메드","KOSDAQ","자연과학 및 공학 연구개발업",18/06/08,"ACTIVE"
"293490","카카오게임즈","KOSDAQ GLOBAL","소프트웨어 개발 및 공급업",20/09/10,"ACTIVE"
"377300","카카오페이보통주","KOSPI","금융 지원 서비스업",21/11/03,"ACTIVE"
"140430","카티스","KOSDAQ","컴퓨터 프로그래밍, 시스템 통합 및 관리업",24/05/03,"ACTIVE"
"006380","카프로보통주","KOSPI","기초 화학물질 제조업",74/05/28,"ACTIVE"
"313760","캐리","KOSDAQ","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",19/07/25,"ACTIVE"
"198080","캐프","KOSDAQ","전자부품 제조업",20/03/16,"ACTIVE"
"210120","캔버스엔","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",23/08/17,"ACTIVE"
"452300","캡스톤파트너스","KOSDAQ","기타 금융업",23/11/15,"ACTIVE"
"900310","컬러레이홀딩스","KOSDAQ","기타 금융업",17/08/10,"ACTIVE"
"078340","컴투스","KOSDAQ GLOBAL","소프트웨어 개발 및 공급업",07/07/06,"ACTIVE"
"307930","컴퍼니케이파트너스","KOSDAQ","기타 금융업",19/05/23,"ACTIVE"
"263700","케어랩스","KOSDAQ","광고업",18/03/28,"ACTIVE"
"214370","케어젠","KOSDAQ","기초 의약물질 제조업",15/11/17,"ACTIVE"
"221980","케이디켐","KOSDAQ","기타 화학제품 제조업",15/11/19,"ACTIVE"
"279570","케이뱅크보통주","KOSPI","은행 및 저축기관",26/03/05,"ACTIVE"
"001620","케이비아이동국실업보통주","KOSPI","자동차 신품 부품 제조업",90/09/15,"ACTIVE"
"008970","케이비아이동양철관보통주","KOSPI","1차 철강 제조업",77/03/05,"ACTIVE"
"024840","케이비아이메탈","KOSDAQ","1차 비철금속 제조업",94/12/29,"ACTIVE"
"464680","케이비제27호기업인수목적","KOSDAQ","금융 지원 서비스업",23/11/03,"ACTIVE"
"486630","케이비제30호기업인수목적","KOSDAQ","금융 지원 서비스업",24/09/25,"ACTIVE"
"492220","케이비제31호기업인수목적","KOSDAQ","금융 지원 서비스업",24/12/12,"ACTIVE"
"0037T0","케이비제32호기업인수목적","KOSDAQ","금융 지원 서비스업",25/07/04,"ACTIVE"
"0072Z0","케이비제33호기업인수목적","KOSDAQ","금융 지원 서비스업",25/09/30,"ACTIVE"
"431190","케이쓰리아이","KOSDAQ","소프트웨어 개발 및 공급업",24/08/20,"ACTIVE"
"009440","케이씨그린홀딩스보통주","KOSPI","기타 금융업",94/11/05,"ACTIVE"
"112190","케이씨산업","KONEX","토목 건설업",16/05/31,"ACTIVE"
"021320","케이씨씨건설","KOSDAQ","건물 건설업",01/08/21,"ACTIVE"
"344820","케이씨씨글라스보통주","KOSPI","유리 및 유리제품 제조업",20/01/21,"ACTIVE"
"119650","케이씨코트렐보통주","KOSPI","일반 목적용 기계 제조업",10/01/29,"ACTIVE"
"089150","케이씨티","KOSDAQ","컴퓨터 프로그래밍, 시스템 통합 및 관리업",06/12/13,"ACTIVE"
"025880","케이씨피드","KOSDAQ","동물용 사료 및 조제식품 제조업",95/07/07,"ACTIVE"
"044450","케이에스에스 해운 보통주","KOSPI","해상 운송업",07/10/26,"ACTIVE"
"101000","케이에스인더스트리","KOSDAQ","특수 목적용 기계 제조업",09/11/06,"ACTIVE"
"073010","케이에스피","KOSDAQ","일반 목적용 기계 제조업",04/12/17,"ACTIVE"
"060720","케이에이치바텍","KOSDAQ","전자부품 제조업",02/05/21,"ACTIVE"
"105330","케이엔더블유","KOSDAQ","자동차 신품 부품 제조업",09/09/29,"ACTIVE"
"053080","케이엔솔","KOSDAQ","일반 목적용 기계 제조업",20/09/24,"ACTIVE"
"432470","케이엔에스","KOSDAQ","특수 목적용 기계 제조업",23/12/06,"ACTIVE"
"058400","케이엔엔","KOSDAQ","텔레비전 방송업",10/11/03,"ACTIVE"
"272110","케이엔제이","KOSDAQ","반도체 제조업",19/10/25,"ACTIVE"
"083550","케이엠","KOSDAQ","기타 섬유제품 제조업",05/12/20,"ACTIVE"
"225430","케이엠제약","KOSDAQ","기타 화학제품 제조업",15/10/08,"ACTIVE"
"102370","케이옥션","KOSDAQ","상품 중개업",22/01/24,"ACTIVE"
"092220","케이이씨 보통주","KOSPI","반도체 제조업",06/10/16,"ACTIVE"
"106080","케이이엠텍","KOSDAQ","전자부품 제조업",10/02/09,"ACTIVE"
"455180","케이지에이","KOSDAQ","특수 목적용 기계 제조업",25/06/17,"ACTIVE"
"151860","케이지에코솔루션","KOSDAQ","자동차 차체나 트레일러 제조업",13/07/24,"ACTIVE"
"145270","케이탑리츠보통주","KOSPI","부동산 임대 및 공급업",12/01/31,"ACTIVE"
"089600","케이티나스미디어","KOSDAQ","광고업",13/07/17,"ACTIVE"
"418470","케이티밀리의서재","KOSDAQ","서적, 잡지 및 기타 인쇄물 출판업",23/09/27,"ACTIVE"
"053210","케이티스카이라이프","KOSPI","텔레비전 방송업",11/06/03,"ACTIVE"
"058850","케이티씨에스보통주","KOSPI","기타 정보 서비스업",10/09/16,"ACTIVE"
"058860","케이티아이에스보통주","KOSPI","기타 정보 서비스업",10/12/17,"ACTIVE"
"036030","케이티알파","KOSDAQ","상품 중개업",99/12/24,"ACTIVE"
"033780","케이티앤지보통주","KOSPI","담배 제조업",99/10/08,"ACTIVE"
"024880","케이피에프","KOSDAQ","기타 금속 가공제품 제조업",94/12/29,"ACTIVE"
"054410","케이피티유","KOSDAQ","섬유, 의복, 신발 및 가죽제품 소매업",02/04/25,"ACTIVE"
"274090","켄코아에어로스페이스","KOSDAQ","항공기,우주선 및 부품 제조업",20/03/03,"ACTIVE"
"402420","켈스","KONEX","의료용 기기 제조업",21/11/30,"ACTIVE"
"220260","켐트로스","KOSDAQ","기타 화학제품 제조업",15/07/27,"ACTIVE"
"176590","코나솔","KONEX","기타 금속 가공제품 제조업",22/06/15,"ACTIVE"
"402030","코난테크놀로지","KOSDAQ","소프트웨어 개발 및 공급업",22/07/07,"ACTIVE"
"391710","코닉오토메이션","KOSDAQ","특수 목적용 기계 제조업",21/10/15,"ACTIVE"
"047770","코데즈컴바인","KOSDAQ","봉제의복 제조업",01/09/18,"ACTIVE"
"080530","코디","KOSDAQ","기타 화학제품 제조업",10/01/05,"ACTIVE"
"417310","코람코더원리츠보통주","KOSPI","부동산 임대 및 공급업",22/03/28,"ACTIVE"
"104540","코렌텍","KOSDAQ","의료·정밀기기",13/03/05,"ACTIVE"
"027050","코리아나화장품","KOSDAQ","기타 화학제품 제조업",99/12/10,"ACTIVE"
"007815","코리아써키트1우선주","KOSPI","전기·전자",89/07/04,"ACTIVE"
"00781K","코리아써키트2우선주(신형)","KOSPI","전기·전자",13/06/17,"ACTIVE"
"007810","코리아써키트보통주","KOSPI","전자부품 제조업",85/09/09,"ACTIVE"
"190650","코리아에셋투자증권","KOSDAQ","금융 지원 서비스업",19/11/20,"ACTIVE"
"123410","코리아에프티","KOSDAQ","자동차 신품 부품 제조업",10/08/27,"ACTIVE"
"003690","코리안리재보험보통주","KOSPI","재 보험업",69/12/22,"ACTIVE"
"183300","코미코","KOSDAQ GLOBAL","특수 목적용 기계 제조업",17/03/23,"ACTIVE"
"041960","코미팜","KOSDAQ","의약품 제조업",01/10/30,"ACTIVE"
"089890","코세스","KOSDAQ","특수 목적용 기계 제조업",06/11/08,"ACTIVE"
"082660","코스나인","KOSDAQ","기타 화학제품 제조업",05/10/05,"ACTIVE"
"043710","코스리거글로벌","KOSDAQ","기타 전문 도매업",02/07/11,"ACTIVE"
"192820","코스맥스보통주","KOSPI","기타 화학제품 제조업",14/04/07,"ACTIVE"
"044820","코스맥스비티아이 주식회사 보통주","KOSPI","기타 금융업",06/11/13,"ACTIVE"
"222040","코스맥스엔비티","KOSDAQ","기타 식품 제조업",15/12/16,"ACTIVE"
"241710","코스메카코리아","KOSDAQ","기타 화학제품 제조업",16/10/28,"ACTIVE"
"005420","코스모화학보통주","KOSPI","기타 화학제품 제조업",87/07/23,"ACTIVE"
"355150","코스텍시스","KOSDAQ","반도체 제조업",20/09/18,"ACTIVE"
"169670","코스텍시스템","KONEX","특수 목적용 기계 제조업",22/01/21,"ACTIVE"
"071950","코아스보통주","KOSPI","가구 제조업",05/08/04,"ACTIVE"
"045970","코아시아","KOSDAQ","전자부품 제조업",00/08/03,"ACTIVE"
"196450","코아시아씨엠","KOSDAQ","사진장비 및 광학기기 제조업",14/06/02,"ACTIVE"
"384470","코어라인소프트","KOSDAQ","소프트웨어 개발 및 공급업",23/09/18,"ACTIVE"
"002025","코오롱1우선주","KOSPI","기타금융",89/08/22,"ACTIVE"
"003075","코오롱글로벌1우선주","KOSPI","건설",89/12/11,"ACTIVE"
"002020","코오롱보통주","KOSPI","기타 금융업",75/06/23,"ACTIVE"
"102940","코오롱생명과학","KOSDAQ","기초 의약물질 제조업",09/04/07,"ACTIVE"
"120115","코오롱인더스트리1우선주","KOSPI","화학",10/02/01,"ACTIVE"
"120110","코오롱인더스트리보통주","KOSPI","화학섬유 제조업",10/02/01,"ACTIVE"
"950160","코오롱티슈진","KOSDAQ","기초 의약물질 제조업",17/11/06,"ACTIVE"
"056360","코위버","KOSDAQ","통신 및 방송 장비 제조업",01/12/04,"ACTIVE"
"282880","코윈테크","KOSDAQ","특수 목적용 기계 제조업",19/08/05,"ACTIVE"
"126730","코칩","KOSDAQ","전자부품 제조업",24/05/07,"ACTIVE"
"015710","코콤","KOSDAQ","통신 및 방송 장비 제조업",97/09/30,"ACTIVE"
"052330","코텍","KOSDAQ","영상 및 음향기기 제조업",01/07/10,"ACTIVE"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","기초 의약물질 제조업",14/07/23,"ACTIVE"
"024720","콜마홀딩스보통주","KOSPI","기타 금융업",02/04/09,"ACTIVE"
"294570","쿠콘","KOSDAQ","기타 정보 서비스업",21/04/28,"ACTIVE"
"192400","쿠쿠홀딩스보통주","KOSPI","기타 금융업",14/08/06,"ACTIVE"
"284740","쿠쿠홈시스보통주","KOSPI","개인 및 가정용품 임대업",18/01/11,"ACTIVE"
"317690","퀀타매트릭스","KOSDAQ","의료용 기기 제조업",20/12/09,"ACTIVE"
"456190","큐라켐","KONEX","의료용품 및 기타 의약 관련제품 제조업",23/05/18,"ACTIVE"
"060280","큐렉소","KOSDAQ","기타 상품 전문 소매업",02/07/03,"ACTIVE"
"372320","큐로셀","KOSDAQ","자연과학 및 공학 연구개발업",23/11/09,"ACTIVE"
"494120","큐리오시스","KOSDAQ","사진장비 및 광학기기 제조업",25/11/13,"ACTIVE"
"445680","큐리옥스바이오시스템즈","KOSDAQ","의료용 기기 제조업",23/08/10,"ACTIVE"
"066310","큐에스아이","KOSDAQ","반도체 제조업",06/11/24,"ACTIVE"
"377460","큐에이드","KOSDAQ","개인 및 가정용품 수리업",22/06/23,"ACTIVE"
"136660","큐엠씨","KONEX","특수 목적용 기계 제조업",14/07/01,"ACTIVE"
"016600","큐캐피탈파트너스","KOSDAQ","기타 금융업",93/06/21,"ACTIVE"
"26490K","크라운제과1우선주","KOSPI","음식료·담배",17/04/11,"ACTIVE"
"005745","크라운해태홀딩스1우선주","KOSPI","기타금융",94/11/22,"ACTIVE"
"005740","크라운해태홀딩스보통주","KOSPI","기타 금융업",76/06/30,"ACTIVE"
"259960","크래프톤보통주","KOSPI","소프트웨어 개발 및 공급업",21/08/10,"ACTIVE"
"096240","크레버스","KOSDAQ","일반 교습 학원",08/06/27,"ACTIVE"
"215570","크로넥스","KONEX","자연과학 및 공학 연구개발업",15/12/28,"ACTIVE"
"110790","크리스에프앤씨","KOSDAQ","봉제의복 제조업",18/10/01,"ACTIVE"
"214150","클래시스","KOSDAQ GLOBAL","의료용 기기 제조업",15/04/03,"ACTIVE"
"466100","클로봇","KOSDAQ","소프트웨어 개발 및 공급업",24/10/28,"ACTIVE"
"139670","키네마스터","KOSDAQ","소프트웨어 개발 및 공급업",11/12/02,"ACTIVE"
"487720","키움제10호기업인수목적","KOSDAQ","금융 지원 서비스업",24/12/20,"ACTIVE"
"489480","키움제11호기업인수목적","KOSDAQ","금융 지원 서비스업",24/12/11,"ACTIVE"
"039490","키움증권보통주","KOSPI","금융 지원 서비스업",09/08/03,"ACTIVE"
"466690","키움히어로제1호기업인수목적","KOSDAQ","금융 지원 서비스업",25/12/12,"ACTIVE"
"054780","키이스트","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",03/11/14,"ACTIVE"
"336040","타스컴","KONEX","의료용 기기 제조업",19/12/02,"ACTIVE"
"219130","타이거일렉","KOSDAQ","전자부품 제조업",15/09/25,"ACTIVE"
"318660","타임기술","KONEX","소프트웨어 개발 및 공급업",21/06/24,"ACTIVE"
"434190","탈로스","KONEX","일차전지 및 이차전지 제조업",22/10/24,"ACTIVE"
"336680","탑런토탈솔루션","KOSDAQ","전자부품 제조업",24/11/01,"ACTIVE"
"180060","탑선","KONEX","기타 전기장비 제조업",17/10/27,"ACTIVE"
"014580","태경비케이보통주","KOSPI","시멘트, 석회, 플라스터 및 그 제품 제조업",91/03/07,"ACTIVE"
"015890","태경산업보통주","KOSPI","기초 화학물질 제조업",96/01/30,"ACTIVE"
"023160","태광","KOSDAQ","1차 철강 제조업",94/09/07,"ACTIVE"
"003240","태광산업보통주","KOSPI","화학섬유 제조업",75/12/27,"ACTIVE"
"011280","태림포장보통주","KOSPI","골판지, 종이 상자 및 종이용기 제조업",88/12/20,"ACTIVE"
"053620","태양","KOSDAQ","기타 금속 가공제품 제조업",01/08/07,"ACTIVE"
"004105","태양금속공업1우선주","KOSPI","운송장비·부품",90/01/08,"ACTIVE"
"004100","태양금속공업보통주","KOSPI","자동차 신품 부품 제조업",76/05/25,"ACTIVE"
"116100","태양기계 주식회사","KONEX","자동차 신품 부품 제조업",13/07/01,"ACTIVE"
"009415","태영건설우선주","KOSPI","건설",94/11/22,"ACTIVE"
"124560","태웅로직스","KOSDAQ","기타 운송관련 서비스업",19/12/10,"ACTIVE"
"001420","태원물산보통주","KOSPI","자동차 신품 부품 제조업",75/06/24,"ACTIVE"
"950250","테라뷰홀딩스","KOSDAQ","기타 금융업",25/12/09,"ACTIVE"
"073640","테라사이언스","KOSDAQ","기타 금속 가공제품 제조업",04/01/06,"ACTIVE"
"066700","테라젠이텍스","KOSDAQ","의약품 제조업",04/05/27,"ACTIVE"
"055490","테이팩스보통주","KOSPI","플라스틱제품 제조업",17/10/31,"ACTIVE"
"064520","테크엘","KOSDAQ","반도체 제조업",02/12/04,"ACTIVE"
"089030","테크윙","KOSDAQ","특수 목적용 기계 제조업",11/11/10,"ACTIVE"
"054450","텔레칩스","KOSDAQ","반도체 제조업",04/12/10,"ACTIVE"
"200230","텔콘알에프제약","KOSDAQ","의약품 제조업",14/11/24,"ACTIVE"
"214420","토니모리보통주","KOSPI","기타 화학제품 제조업",15/07/10,"ACTIVE"
"393210","토마토시스템","KOSDAQ","소프트웨어 개발 및 공급업",23/04/27,"ACTIVE"
"475960","토모큐브","KOSDAQ","사진장비 및 광학기기 제조업",24/11/07,"ACTIVE"
"051360","토비스","KOSDAQ","영상 및 음향기기 제조업",04/11/19,"ACTIVE"
"045340","토탈소프트뱅크","KOSDAQ","소프트웨어 개발 및 공급업",02/07/19,"ACTIVE"
