"STOCK_CODE","STOCK_NAME","MARKET_TYPE","SECTOR","LISTED_DATE","STATUS"
"069540","빛과전자","KOSDAQ","통신 및 방송 장비 제조업",04/02/13,"ACTIVE"
"466410","사이냅소프트","KOSDAQ","소프트웨어 개발 및 공급업",24/11/19,"ACTIVE"
"003960","사조대림보통주","KOSPI","수산물 가공 및 저장 처리업",76/09/16,"ACTIVE"
"008040","사조동아원보통주","KOSPI","곡물가공품, 전분 및 전분제품 제조업",89/06/24,"ACTIVE"
"007160","사조산업보통주","KOSPI","수산물 가공 및 저장 처리업",89/07/25,"ACTIVE"
"006090","사조오양보통주","KOSPI","수산물 가공 및 저장 처리업",86/12/24,"ACTIVE"
"223310","사토시홀딩스","KOSDAQ","상품 종합 도매업",15/12/24,"ACTIVE"
"419120","산돌","KOSDAQ","소프트웨어 개발 및 공급업",22/10/27,"ACTIVE"
"122350","삼기","KOSDAQ","자동차 신품 부품 제조업",10/03/19,"ACTIVE"
"014970","삼륭물산","KOSDAQ","골판지, 종이 상자 및 종이용기 제조업",92/12/29,"ACTIVE"
"005610","삼립보통주","KOSPI","기타 식품 제조업",75/05/02,"ACTIVE"
"012210","삼미금속","KOSDAQ","기타 금속 가공제품 제조업",25/12/29,"ACTIVE"
"053700","삼보모터스","KOSDAQ","자동차 신품 부품 제조업",01/11/06,"ACTIVE"
"023600","삼보판지","KOSDAQ","펄프, 종이 및 판지 제조업",96/05/29,"ACTIVE"
"001470","삼부토건보통주","KOSPI","토목 건설업",76/06/26,"ACTIVE"
"448730","삼성FN리츠보통주","KOSPI","부동산 임대 및 공급업",23/04/10,"ACTIVE"
"006405","삼성SDI1우선주","KOSPI","전기·전자",89/11/24,"ACTIVE"
"006400","삼성SDI보통주","KOSPI","일차전지 및 이차전지 제조업",79/02/27,"ACTIVE"
"006660","삼성공조보통주","KOSPI","자동차 신품 부품 제조업",87/11/28,"ACTIVE"
"0071M0","삼성기업인수목적11호","KOSDAQ","금융 지원 서비스업",25/09/30,"ACTIVE"
"0115H0","삼성기업인수목적13호","KOSDAQ","금융 지원 서비스업",26/01/21,"ACTIVE"
"02826K","삼성물산1우선주(신형)","KOSPI","유통",15/09/15,"ACTIVE"
"028260","삼성물산보통주","KOSPI","기타 전문 도매업",14/12/18,"ACTIVE"
"207940","삼성바이오로직스보통주","KOSPI","기초 의약물질 제조업",16/11/10,"ACTIVE"
"018260","삼성에스디에스보통주","KOSPI","컴퓨터 프로그래밍, 시스템 통합 및 관리업",14/11/14,"ACTIVE"
"0126Z0","삼성에피스홀딩스보통주","KOSPI","기타 금융업",25/11/24,"ACTIVE"
"009155","삼성전기1우선주","KOSPI","전기·전자",89/10/10,"ACTIVE"
"009150","삼성전기보통주","KOSPI","전자부품 제조업",79/02/27,"ACTIVE"
"005935","삼성전자1우선주","KOSPI","전기·전자",89/09/25,"ACTIVE"
"001360","삼성제약","KOSPI","의약품 제조업",75/07/04,"ACTIVE"
"010140","삼성중공업보통주","KOSPI","선박 및 보트 건조업",94/01/28,"ACTIVE"
"016360","삼성증권보통주","KOSPI","금융 지원 서비스업",88/03/28,"ACTIVE"
"029780","삼성카드 보통주","KOSPI","기타 금융업",07/06/27,"ACTIVE"
"000815","삼성화재해상보험1우선주","KOSPI","보험",90/04/10,"ACTIVE"
"000810","삼성화재해상보험보통주","KOSPI","보험업",75/06/30,"ACTIVE"
"006110","삼아알미늄보통주","KOSPI","1차 비철금속 제조업",80/12/05,"ACTIVE"
"009300","삼아제약","KOSDAQ","의약품 제조업",00/07/19,"ACTIVE"
"0120G0","삼양바이오팜보통주","KOSPI","의약품 제조업",25/11/24,"ACTIVE"
"145995","삼양사1우선주","KOSPI","음식료·담배",11/12/05,"ACTIVE"
"145990","삼양사보통주","KOSPI","기타 식품 제조업",11/12/05,"ACTIVE"
"003230","삼양식품보통주","KOSPI","기타 식품 제조업",75/06/30,"ACTIVE"
"484590","삼양컴텍","KOSDAQ","무기 및 총포탄 제조업",25/08/18,"ACTIVE"
"036670","삼양케이씨아이","KOSDAQ","기타 화학제품 제조업",01/01/03,"ACTIVE"
"000070","삼양홀딩스보통주","KOSPI","기타 금융업",68/12/27,"ACTIVE"
"002810","삼영무역보통주","KOSPI","기타 전문 도매업",88/03/28,"ACTIVE"
"003720","삼영보통주","KOSPI","플라스틱제품 제조업",76/06/30,"ACTIVE"
"361670","삼영에스앤씨","KOSDAQ","전자부품 제조업",21/05/21,"ACTIVE"
"065570","삼영이엔씨","KOSDAQ","통신 및 방송 장비 제조업",03/01/21,"ACTIVE"
"023000","삼원강재 보통주","KOSPI","자동차 신품 부품 제조업",11/07/22,"ACTIVE"
"004380","삼익THK보통주","KOSPI","일반 목적용 기계 제조업",89/09/26,"ACTIVE"
"002450","삼익악기보통주","KOSPI","악기 제조업",88/09/30,"ACTIVE"
"014950","삼익제약","KOSDAQ","의약품 제조업",25/10/27,"ACTIVE"
"032280","삼일","KOSDAQ","도로 화물 운송업",97/03/15,"ACTIVE"
"004440","삼일씨엔에스보통주","KOSPI","시멘트, 석회, 플라스터 및 그 제품 제조업",16/03/30,"ACTIVE"
"009770","삼정펄프 보통주","KOSPI","펄프, 종이 및 판지 제조업",06/10/17,"ACTIVE"
"037460","삼지전자","KOSDAQ","통신 및 방송 장비 제조업",99/12/16,"ACTIVE"
"0013V0","삼진식품","KOSDAQ","수산물 가공 및 저장 처리업",25/12/22,"ACTIVE"
"054090","삼진엘앤디","KOSDAQ","그외 기타 제품 제조업",04/02/06,"ACTIVE"
"005500","삼진제약보통주","KOSPI","의약품 제조업",88/06/18,"ACTIVE"
"000250","삼천당제약","KOSDAQ","의약품 제조업",00/10/04,"ACTIVE"
"024950","삼천리자전거","KOSDAQ","생활용품 도매업",95/01/04,"ACTIVE"
"038500","삼표시멘트","KOSDAQ","기타 비금속 광물제품 제조업",01/02/01,"ACTIVE"
"017480","삼현철강","KOSDAQ","1차 철강 제조업",01/01/09,"ACTIVE"
"046390","삼화네트웍스","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",01/01/11,"ACTIVE"
"004450","삼화왕관보통주","KOSPI","기타 금속 가공제품 제조업",76/05/28,"ACTIVE"
"009470","삼화전기보통주","KOSPI","전자부품 제조업",86/11/24,"ACTIVE"
"001820","삼화콘덴서공업보통주","KOSPI","전자부품 제조업",76/06/26,"ACTIVE"
"027580","상보","KOSDAQ","플라스틱제품 제조업",07/10/01,"ACTIVE"
"038540","상상인","KOSDAQ","컴퓨터 프로그래밍, 시스템 통합 및 관리업",00/08/18,"ACTIVE"
"041650","상신브레이크보통주","KOSPI","자동차 신품 부품 제조업",04/10/27,"ACTIVE"
"091580","상신이디피","KOSDAQ","일차전지 및 이차전지 제조업",07/05/23,"ACTIVE"
"263810","상신전자","KOSDAQ","전자부품 제조업",17/10/16,"ACTIVE"
"042940","상지건설","KOSDAQ","건물 건설업",00/10/19,"ACTIVE"
"042600","새로닉스","KOSDAQ","전자부품 제조업",02/10/01,"ACTIVE"
"075180","새론오토모티브","KOSPI","자동차 신품 부품 제조업",05/10/21,"ACTIVE"
"107600","새빗켐","KOSDAQ","기타 화학제품 제조업",22/08/04,"ACTIVE"
"252990","샘씨엔에스","KOSDAQ","전자부품 제조업",21/05/20,"ACTIVE"
"007540","샘표보통주","KOSPI","기타 금융업",76/06/29,"ACTIVE"
"248170","샘표식품보통주","KOSPI","기타 식품 제조업",16/08/09,"ACTIVE"
"378800","샤페론","KOSDAQ","기초 의약물질 제조업",22/10/19,"ACTIVE"
"006730","서부티엔디","KOSDAQ","일반 및 생활 숙박시설 운영업",95/10/06,"ACTIVE"
"100660","서암기계공업","KOSDAQ","일반 목적용 기계 제조업",11/12/19,"ACTIVE"
"007860","서연보통주","KOSPI","기타 금융업",89/09/09,"ACTIVE"
"200880","서연이화보통주","KOSPI","자동차 신품 부품 제조업",14/08/08,"ACTIVE"
"019770","서연탑메탈","KOSDAQ","특수 목적용 기계 제조업",11/06/24,"ACTIVE"
"046890","서울반도체","KOSDAQ GLOBAL","반도체 제조업",02/01/17,"ACTIVE"
"031210","서울보증보험보통주","KOSPI","보험업",25/03/14,"ACTIVE"
"004415","서울식품공업1우선주","KOSPI","음식료·담배",89/05/22,"ACTIVE"
"004410","서울식품공업보통주","KOSPI","기타 식품 제조업",73/12/28,"ACTIVE"
"063170","서울옥션","KOSDAQ","상품 중개업",08/07/01,"ACTIVE"
"018680","서울제약","KOSDAQ","의약품 제조업",00/08/18,"ACTIVE"
"021050","서원보통주","KOSPI","금속 주조업",96/01/30,"ACTIVE"
"093920","서원인텍","KOSDAQ","통신 및 방송 장비 제조업",07/12/20,"ACTIVE"
"189860","서전기전","KOSDAQ","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",14/12/24,"ACTIVE"
"140070","서플러스글로벌","KOSDAQ","기계장비 및 관련 물품 도매업",17/01/25,"ACTIVE"
"011370","서한","KOSDAQ","건물 건설업",94/05/24,"ACTIVE"
"008490","서흥보통주","KOSPI","기타 화학제품 제조업",90/03/27,"ACTIVE"
"035890","서희건설","KOSDAQ","건물 건설업",99/12/24,"ACTIVE"
"357550","석경에이티","KOSDAQ","기초 화학물질 제조업",20/12/23,"ACTIVE"
"217620","선샤인푸드","KOSDAQ","일반서비스",15/06/10,"ACTIVE"
"002820","선앤엘보통주","KOSPI","플라스틱제품 제조업",76/05/22,"ACTIVE"
"171090","선익시스템","KOSDAQ","특수 목적용 기계 제조업",17/09/20,"ACTIVE"
"136490","선진보통주","KOSPI","동물용 사료 및 조제식품 제조업",11/02/16,"ACTIVE"
"086710","선진뷰티사이언스","KOSDAQ","기타 화학제품 제조업",21/01/27,"ACTIVE"
"014915","성문전자1우선주","KOSPI","전기·전자",90/03/24,"ACTIVE"
"014910","성문전자보통주","KOSPI","전자부품 제조업",90/03/24,"ACTIVE"
"004985","성신양회1우선주","KOSPI","비금속",88/12/21,"ACTIVE"
"004980","성신양회보통주","KOSPI","시멘트, 석회, 플라스터 및 그 제품 제조업",76/06/30,"ACTIVE"
"458650","성우","KOSDAQ","일차전지 및 이차전지 제조업",24/10/31,"ACTIVE"
"015750","성우하이텍","KOSDAQ","자동차 신품 부품 제조업",95/11/04,"ACTIVE"
"365340","성일하이텍","KOSDAQ","기초 화학물질 제조업",22/07/28,"ACTIVE"
"043260","성호전자","KOSDAQ","전자부품 제조업",01/11/29,"ACTIVE"
"148150","세경하이테크","KOSDAQ","전자부품 제조업",19/07/30,"ACTIVE"
"002420","세기상사보통주","KOSPI","연료 소매업",68/12/27,"ACTIVE"
"061090","세나테크놀로지","KOSDAQ","통신 및 방송 장비 제조업",25/11/14,"ACTIVE"
"053060","세동","KOSDAQ","자동차 신품 부품 제조업",01/08/17,"ACTIVE"
"340440","세림비앤지","KOSDAQ","플라스틱제품 제조업",19/12/27,"ACTIVE"
"004365","세방1우선주","KOSPI","운송·창고",89/10/21,"ACTIVE"
"004360","세방보통주","KOSPI","도로 화물 운송업",77/05/19,"ACTIVE"
"004490","세방전지보통주","KOSPI","일차전지 및 이차전지 제조업",87/11/28,"ACTIVE"
"267080","세븐브로이맥주","KONEX","알코올음료 제조업",24/01/17,"ACTIVE"
"396300","세아메카닉스","KOSDAQ","기타 금속 가공제품 제조업",22/03/24,"ACTIVE"
"306200","세아제강보통주","KOSPI","1차 철강 제조업",18/10/05,"ACTIVE"
"003030","세아제강지주보통주","KOSPI","기타 금융업",69/05/13,"ACTIVE"
"058650","세아홀딩스보통주","KOSPI","1차 철강 제조업",01/07/30,"ACTIVE"
"013000","세우글로벌보통주","KOSPI","기타 전문 도매업",89/09/05,"ACTIVE"
"024830","세원물산","KOSDAQ","자동차 신품 부품 제조업",94/12/29,"ACTIVE"
"021820","세원정공보통주","KOSPI","자동차 신품 부품 제조업",96/07/03,"ACTIVE"
"067830","세이브존I&C보통주","KOSPI","종합 소매업",02/07/25,"ACTIVE"
"036630","세종텔레콤","KOSDAQ","전기 및 통신 공사업",00/01/04,"ACTIVE"
"075580","세진중공업보통주","KOSPI","선박 및 보트 건조업",15/11/30,"ACTIVE"
"067770","세진티에스","KOSDAQ","전자부품 제조업",04/01/09,"ACTIVE"
"252500","세화피앤씨","KOSDAQ","기타 화학제품 제조업",16/11/02,"ACTIVE"
"321370","센서뷰","KOSDAQ","전자부품 제조업",23/07/19,"ACTIVE"
"331920","셀레믹스","KOSDAQ","기초 의약물질 제조업",20/08/21,"ACTIVE"
"471820","셀로맥스사이언스","KOSDAQ","기타 식품 제조업",24/12/13,"ACTIVE"
"049180","셀루메드","KOSDAQ","기초 의약물질 제조업",02/05/23,"ACTIVE"
"108860","셀바스에이아이","KOSDAQ","소프트웨어 개발 및 공급업",09/12/10,"ACTIVE"
"318160","셀바이오휴먼텍","KOSDAQ","기타 섬유제품 제조업",23/04/20,"ACTIVE"
"308430","셀비온","KOSDAQ","의약품 제조업",24/10/16,"ACTIVE"
"068760","셀트리온제약","KOSDAQ","의약품 제조업",06/02/03,"ACTIVE"
"068940","셀피글로벌","KOSDAQ","전자부품 제조업",10/10/19,"ACTIVE"
"290690","소룩스","KOSDAQ","전구 및 조명장치 제조업",20/11/06,"ACTIVE"
"032680","소프트센","KOSDAQ","기타 정보 서비스업",97/07/18,"ACTIVE"
"032685","소프트센1우선주","KOSDAQ","IT 서비스",02/04/16,"ACTIVE"
"258790","소프트캠프","KOSDAQ","소프트웨어 개발 및 공급업",17/04/27,"ACTIVE"
"066910","손오공","KOSDAQ","기타 전문 도매업",05/01/07,"ACTIVE"
"238500","솔루믹스","KONEX","그외 기타 전문, 과학 및 기술 서비스업",16/04/20,"ACTIVE"
"33637K","솔루스첨단소재1우선주","KOSPI","전기·전자",19/10/18,"ACTIVE"
"33637L","솔루스첨단소재2우선주(신형)","KOSPI","전기·전자",19/10/18,"ACTIVE"
"336370","솔루스첨단소재보통주","KOSPI","전자부품 제조업",19/10/18,"ACTIVE"
"248070","솔루엠보통주","KOSPI","전자부품 제조업",21/02/02,"ACTIVE"
"357780","솔브레인","KOSDAQ GLOBAL","기타 화학제품 제조업",20/08/06,"ACTIVE"
"036830","솔브레인홀딩스","KOSDAQ GLOBAL","회사 본부 및 경영 컨설팅 서비스업",00/01/18,"ACTIVE"
"328380","솔트웨어","KOSDAQ","컴퓨터 프로그래밍, 시스템 통합 및 관리업",19/08/20,"ACTIVE"
"086980","쇼박스","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",06/07/07,"ACTIVE"
"050960","수산아이앤티","KOSDAQ","소프트웨어 개발 및 공급업",16/10/11,"ACTIVE"
"126720","수산인더스트리보통주","KOSPI","전기 및 통신 공사업",22/08/01,"ACTIVE"
"084180","수성웹툰","KOSDAQ","일반 목적용 기계 제조업",05/12/16,"ACTIVE"
"067160","숲","KOSDAQ GLOBAL","소프트웨어 개발 및 공급업",03/12/19,"ACTIVE"
"298830","슈어소프트테크","KOSDAQ","소프트웨어 개발 및 공급업",23/04/28,"ACTIVE"
"094840","슈프리마에이치큐","KOSDAQ","통신 및 방송 장비 제조업",08/07/11,"ACTIVE"
"192440","슈피겐코리아","KOSDAQ","그외 기타 제품 제조업",14/11/05,"ACTIVE"
"099440","스맥","KOSDAQ","특수 목적용 기계 제조업",09/05/26,"ACTIVE"
"066590","스모트로닉","KOSDAQ","자동차 신품 부품 제조업",03/02/12,"ACTIVE"
"357880","스카이월드와이드","KOSDAQ","소프트웨어 개발 및 공급업",21/11/10,"ACTIVE"
"276040","스코넥엔터테인먼트","KOSDAQ","소프트웨어 개발 및 공급업",22/02/04,"ACTIVE"
"060240","스타코링크","KOSDAQ","선박 및 보트 건조업",02/01/04,"ACTIVE"
"115570","스타플렉스","KOSDAQ","플라스틱제품 제조업",10/01/27,"ACTIVE"
"078860","스테이지원엔터","KOSDAQ","영화, 비디오물, 방송프로그램 제작 및 배급업",06/06/27,"ACTIVE"
"330730","스톤브릿지벤처스","KOSDAQ","기타 금융업",22/02/25,"ACTIVE"
"253450","스튜디오드래곤 주식회사","KOSDAQ GLOBAL","영화, 비디오물, 방송프로그램 제작 및 배급업",17/11/24,"ACTIVE"
"415380","스튜디오삼익","KOSDAQ","기타 생활용품 소매업",24/02/06,"ACTIVE"
"026890","스틱인베스트먼트보통주","KOSPI","신탁업 및 집합투자업",97/11/25,"ACTIVE"
"013810","스페코","KOSDAQ","특수 목적용 기계 제조업",97/11/03,"ACTIVE"
"020710","시공테크","KOSDAQ","전문디자인업",99/08/13,"ACTIVE"
"033170","시그네틱스","KOSDAQ","반도체 제조업",10/11/26,"ACTIVE"
"025320","시노펙스","KOSDAQ","전자부품 제조업",95/04/20,"ACTIVE"
"134790","시디즈보통주","KOSPI","가구 제조업",11/01/25,"ACTIVE"
"340810","시선에이아이","KOSDAQ","소프트웨어 개발 및 공급업",23/05/19,"ACTIVE"
"000480","시알홀딩스보통주","KOSPI","내화, 비내화 요업제품 제조업",78/06/30,"ACTIVE"
"429270","시지트로닉스","KOSDAQ","반도체 제조업",23/08/03,"ACTIVE"
"418250","시큐레터","KOSDAQ","소프트웨어 개발 및 공급업",23/08/24,"ACTIVE"
"462870","시프트업보통주","KOSPI","소프트웨어 개발 및 공급업",24/07/11,"ACTIVE"
"029530","신도리코보통주","KOSPI","컴퓨터 및 주변장치 제조업",96/12/24,"ACTIVE"
"004970","신라교역보통주","KOSPI","어로 어업",76/06/30,"ACTIVE"
"001000","신라섬유","KOSDAQ","부동산 임대 및 공급업",94/06/28,"ACTIVE"
"025870","신라에스지","KOSDAQ","음·식료품 및 담배 도매업",95/07/07,"ACTIVE"
"215600","신라젠","KOSDAQ","자연과학 및 공학 연구개발업",16/12/06,"ACTIVE"
"011930","신성이엔지보통주","KOSPI","반도체 제조업",96/07/31,"ACTIVE"
"004170","신세계보통주","KOSPI","종합 소매업",85/08/19,"ACTIVE"
"035510","신세계아이앤씨 보통주","KOSPI","컴퓨터 프로그래밍, 시스템 통합 및 관리업",06/05/18,"ACTIVE"
"031440","신세계푸드보통주","KOSPI","음식점업",10/04/29,"ACTIVE"
"006880","신송홀딩스보통주","KOSPI","산업용 농·축산물 및 동·식물 도매업",13/11/21,"ACTIVE"
"162300","신스틸","KOSDAQ","1차 철강 제조업",22/12/23,"ACTIVE"
"005800","신영와코루보통주","KOSPI","봉제의복 제조업",76/12/28,"ACTIVE"
"001720","신영증권보통주","KOSPI","금융 지원 서비스업",87/08/24,"ACTIVE"
"472220","신영해피투모로우제10호기업인수목적","KOSDAQ","금융 지원 서비스업",24/02/06,"ACTIVE"
"009270","신원보통주","KOSPI","봉제의복 제조업",88/08/24,"ACTIVE"
"017000","신원종합개발","KOSDAQ","건물 건설업",94/12/07,"ACTIVE"
"002700","신일전자보통주","KOSPI","기계장비 및 관련 물품 도매업",75/09/30,"ACTIVE"
"012790","신일제약","KOSDAQ","의약품 제조업",99/08/13,"ACTIVE"
"002870","신풍보통주","KOSPI","기타 전문 도매업",76/06/30,"ACTIVE"
"019175","신풍제약1우선주","KOSPI","제약",90/01/20,"ACTIVE"
"019170","신풍제약보통주","KOSPI","의약품 제조업",90/01/20,"ACTIVE"
"481850","신한글로벌액티브리츠보통주","KOSPI","신탁업 및 집합투자업",24/07/01,"ACTIVE"
"055550","신한금융지주회사보통주","KOSPI","기타 금융업",01/09/10,"ACTIVE"
"293940","신한알파리츠보통주","KOSPI","부동산 임대 및 공급업",18/08/08,"ACTIVE"
"474660","신한제12호기업인수목적","KOSDAQ","금융 지원 서비스업",24/04/15,"ACTIVE"
"474930","신한제13호기업인수목적","KOSDAQ","금융 지원 서비스업",24/04/22,"ACTIVE"
"487360","신한제14호기업인수목적","KOSDAQ","금융 지원 서비스업",24/12/23,"ACTIVE"
"496070","신한제16호기업인수목적","KOSDAQ","금융 지원 서비스업",25/05/29,"ACTIVE"
"0130D0","신한제17호기업인수목적","KOSDAQ","금융 지원 서비스업",26/04/01,"ACTIVE"
"0129K0","신한제18호기업인수목적","KOSDAQ","금융 지원 서비스업",26/04/30,"ACTIVE"
"095190","신화프리텍","KOSDAQ","기타 금속 가공제품 제조업",07/10/29,"ACTIVE"
"243840","신흥에스이씨","KOSDAQ","일차전지 및 이차전지 제조업",17/09/27,"ACTIVE"
"257720","실리콘투","KOSDAQ","상품 종합 도매업",21/09/29,"ACTIVE"
"444530","심플랫폼","KOSDAQ","소프트웨어 개발 및 공급업",25/03/21,"ACTIVE"
"160980","싸이맥스","KOSDAQ","특수 목적용 기계 제조업",15/06/17,"ACTIVE"
"356890","싸이버원","KOSDAQ","소프트웨어 개발 및 공급업",21/03/11,"ACTIVE"
"004770","써니전자보통주","KOSPI","전자부품 제조업",87/04/22,"ACTIVE"
"208640","썸에이지","KOSDAQ","소프트웨어 개발 및 공급업",14/12/29,"ACTIVE"
"037760","쎄니트","KOSDAQ","1차 철강 제조업",00/04/07,"ACTIVE"
"081180","쎄크","KOSDAQ","일반 목적용 기계 제조업",25/04/28,"ACTIVE"
"049960","쎌바이오텍","KOSDAQ","기초 의약물질 제조업",02/12/13,"ACTIVE"
"088280","쏘닉스","KOSDAQ","반도체 제조업",23/11/07,"ACTIVE"
"403550","쏘카보통주","KOSPI","운송장비 임대업",22/08/22,"ACTIVE"
"394800","쓰리빌리언","KOSDAQ","자연과학 및 공학 연구개발업",24/11/14,"ACTIVE"
"475400","씨메스로보틱스","KOSDAQ","특수 목적용 기계 제조업",24/10/24,"ACTIVE"
"066790","씨씨에스충북방송","KOSDAQ","텔레비전 방송업",03/05/30,"ACTIVE"
"222080","씨아이에스","KOSDAQ GLOBAL","특수 목적용 기계 제조업",15/09/02,"ACTIVE"
"004920","씨아이테크보통주","KOSPI","영상 및 음향기기 제조업",89/11/30,"ACTIVE"
"103660","씨앗","KONEX","기타 화학제품 제조업",15/06/22,"ACTIVE"
"245450","씨앤에스링크","KONEX","통신 및 방송 장비 제조업",16/06/24,"ACTIVE"
"264660","씨앤지하이테크","KOSDAQ","특수 목적용 기계 제조업",18/01/25,"ACTIVE"
"056730","씨앤티85","KOSDAQ","건물 건설업",02/01/04,"ACTIVE"
"458870","씨어스","KOSDAQ","의료용 기기 제조업",24/06/19,"ACTIVE"
"065770","씨에스","KOSDAQ","통신 및 방송 장비 제조업",04/06/04,"ACTIVE"
"083660","씨에스에이코스믹","KOSDAQ","기타 화학제품 제조업",06/07/25,"ACTIVE"
"900120","씨엑스아이헬스케어테크놀리지그룹리미티드","KOSDAQ","기타 금융업",10/03/31,"ACTIVE"
"359090","씨엔알리서치","KOSDAQ","그외 기타 전문, 과학 및 기술 서비스업",20/09/23,"ACTIVE"
"115530","씨엔플러스","KOSDAQ","전자부품 제조업",11/11/02,"ACTIVE"
"388210","씨엠티엑스","KOSDAQ","전자부품 제조업",25/11/20,"ACTIVE"
"115480","씨유메디칼시스템","KOSDAQ","의료용 기기 제조업",11/12/15,"ACTIVE"
"376290","씨유테크","KOSDAQ","전자부품 제조업",21/10/08,"ACTIVE"
"189330","씨이랩","KOSDAQ","소프트웨어 개발 및 공급업",21/02/24,"ACTIVE"
"311690","씨제이바이오사이언스","KOSDAQ","자연과학 및 공학 연구개발업",19/12/26,"ACTIVE"
"079160","씨제이씨지브이 보통주","KOSPI","영화, 비디오물, 방송프로그램 제작 및 배급업",04/12/24,"ACTIVE"
"097955","씨제이제일제당 주식회사 1우선주","KOSPI","음식료·담배",07/09/28,"ACTIVE"
"097950","씨제이제일제당 주식회사 보통주","KOSPI","기타 식품 제조업",07/09/28,"ACTIVE"
"051500","씨제이프레시웨이","KOSDAQ","음·식료품 및 담배 도매업",01/07/26,"ACTIVE"
"083790","씨지인바이츠","KOSDAQ","자연과학 및 공학 연구개발업",06/01/06,"ACTIVE"
"480370","씨케이솔루션보통주","KOSPI","일반 목적용 기계 제조업",25/03/17,"ACTIVE"
"101240","씨큐브","KOSDAQ","기초 화학물질 제조업",11/11/08,"ACTIVE"
"308170","씨티알모빌리티보통주","KOSPI","자동차 신품 부품 제조업",19/11/25,"ACTIVE"
"260930","씨티케이","KOSDAQ","기타 화학제품 제조업",17/12/07,"ACTIVE"
"013990","아가방앤컴퍼니","KOSDAQ","생활용품 도매업",02/01/17,"ACTIVE"
"123860","아나패스","KOSDAQ","반도체 제조업",10/11/05,"ACTIVE"
"025980","아난티","KOSDAQ","일반 및 생활 숙박시설 운영업",96/01/06,"ACTIVE"
"0015N0","아로마티카","KOSDAQ","기타 화학제품 제조업",25/11/27,"ACTIVE"
"125210","아모그린텍","KOSDAQ","전자부품 제조업",19/03/29,"ACTIVE"
"090435","아모레퍼시픽 1우선주","KOSPI","화학",06/06/29,"ACTIVE"
"090430","아모레퍼시픽 보통주","KOSPI","기타 화학제품 제조업",06/06/29,"ACTIVE"
"002795","아모레퍼시픽홀딩스1우선주","KOSPI","화학",89/06/30,"ACTIVE"
"00279K","아모레퍼시픽홀딩스3우선주(전환)","KOSPI","화학",19/12/26,"ACTIVE"
"052710","아모텍","KOSDAQ","전자부품 제조업",03/08/01,"ACTIVE"
"074430","아미노로직스","KOSDAQ","기초 의약물질 제조업",04/06/04,"ACTIVE"
"092040","아미코젠","KOSDAQ","기타 식품 제조업",13/09/12,"ACTIVE"
"083930","아바코","KOSDAQ","특수 목적용 기계 제조업",05/10/11,"ACTIVE"
"149950","아바텍","KOSDAQ","전자부품 제조업",12/11/06,"ACTIVE"
"036010","아비코전자","KOSDAQ","전자부품 제조업",02/07/03,"ACTIVE"
"183190","아세아시멘트보통주","KOSPI","시멘트, 석회, 플라스터 및 그 제품 제조업",13/11/06,"ACTIVE"
"050860","아세아텍","KOSDAQ","특수 목적용 기계 제조업",10/01/26,"ACTIVE"
"012170","아센디오보통주","KOSPI","영화, 비디오물, 방송프로그램 제작 및 배급업",89/12/20,"ACTIVE"
"246720","아스타","KOSDAQ","의료용품 및 기타 의약 관련제품 제조업",17/03/20,"ACTIVE"
"450950","아스테라시스","KOSDAQ","의료용 기기 제조업",25/01/24,"ACTIVE"
"159010","아스플로","KOSDAQ","일반 목적용 기계 제조업",21/10/07,"ACTIVE"
"267850","아시아나IDT보통주","KOSPI","컴퓨터 프로그래밍, 시스템 통합 및 관리업",18/11/23,"ACTIVE"
"020560","아시아나항공 보통주","KOSPI","항공 여객 운송업",08/03/28,"ACTIVE"
"227610","아우딘퓨쳐스","KOSDAQ","기타 화학제품 제조업",17/07/12,"ACTIVE"
"143160","아이디스","KOSDAQ","통신 및 방송 장비 제조업",11/09/26,"ACTIVE"
"332370","아이디피","KOSDAQ","컴퓨터 및 주변장치 제조업",20/08/24,"ACTIVE"
"066430","아이로보틱스","KOSDAQ","기타 전문 도매업",02/12/24,"ACTIVE"
"339950","아이비김영","KOSDAQ","일반 교습 학원",19/12/24,"ACTIVE"
"469750","아이비젼웍스","KOSDAQ","특수 목적용 기계 제조업",24/09/03,"ACTIVE"
"469480","아이비케이에스제24호기업인수목적","KOSDAQ","금융 지원 서비스업",24/02/01,"ACTIVE"
"0099X0","아이비케이에스제25호기업인수목적","KOSDAQ","금융 지원 서비스업",25/12/19,"ACTIVE"
"099190","아이센스","KOSDAQ","의료용 기기 제조업",13/01/30,"ACTIVE"
"461300","아이스크림미디어","KOSDAQ","소프트웨어 개발 및 공급업",24/08/30,"ACTIVE"
"214430","아이쓰리시스템","KOSDAQ","전자부품 제조업",15/07/30,"ACTIVE"
"040910","아이씨디","KOSDAQ","특수 목적용 기계 제조업",11/08/05,"ACTIVE"
"368600","아이씨에이치","KOSDAQ","전자부품 제조업",22/07/29,"ACTIVE"
"052860","아이앤씨테크놀로지","KOSDAQ","반도체 제조업",09/10/06,"ACTIVE"
"464500","아이언디바이스","KOSDAQ","반도체 제조업",24/09/23,"ACTIVE"
